user,url,komentar
fiadz_19,https://www.instagram.com/fiadz_19/,Kaesang jadi ketum PSI min😂   😂
yunitariny,https://www.instagram.com/yunitariny/,"Yg larang itu nyari duit lewat gift live, yg kadang livenya itu gk berguna 😐"
indahfitria07,https://www.instagram.com/indahfitria07/,Emane
whoyusss,https://www.instagram.com/whoyusss/,Lan ciao lah
alifdekiru,https://www.instagram.com/alifdekiru/,gajelas
puputlailaf,https://www.instagram.com/puputlailaf/,Alhamdulillah ya
nunkq_alie,https://www.instagram.com/nunkq_alie/,Yahhh udah telanjur kena Racun tektok shopp..😢
pebri_alvero_rohan,https://www.instagram.com/pebri_alvero_rohan/,"dilarang ??? Tidak mungkin !!! larangan mana yg berjalan di negara ini, pasti dilanggar juga, tinggal bikin klarifikasi,minta maaf (khilaf) dimaafkan dan lanjut lagi 🙈"
putri.erce,https://www.instagram.com/putri.erce/,"Hahah haduh kocak ☺ thriftinh ditutup, trus skrg tiktokshop ditutup juga. ☺"
dheabulo_,https://www.instagram.com/dheabulo_/,Lah?😂
lisminayantii,https://www.instagram.com/lisminayantii/,"Tapi banyak orang"" yang sukses gara"" jualan di tiktok😢"
ryanrezkyrr_,https://www.instagram.com/ryanrezkyrr_/,good
zevaimanuel,https://www.instagram.com/zevaimanuel/,"Jadi ini solusi dari pemerintah ?😢 padahal banyak di tiktok yg ngga punya modal  buka usaha, bisa berhasil ,klo gini yg kaya makin kaya lagi dong,emng yg di tanah Abang ngga bisa live apa? Heran 🥲"
blds_r3y,https://www.instagram.com/blds_r3y/,What a dick...
juventinus_deaux,https://www.instagram.com/juventinus_deaux/,"Mau pemilu biasa , cari suara dl dari tanah abang"
blds_r3y,https://www.instagram.com/blds_r3y/,"Kalo promosi doang boleh, masa gk boleh beli juga, heran😂"
a.saputra93,https://www.instagram.com/a.saputra93/,Cuma gara gara tanah Abang sepi? Serius nanya
punokawancreative.id,https://www.instagram.com/punokawancreative.id/,"don't worry & scary, pake tiktok tetep sebagi media naikin awarness lewat konten gaes, janlup cantumin link website / online shope beress 👏 tetep pake tapi method soft selling by entertain content , relevant, insightful"
kho.ard,https://www.instagram.com/kho.ard/,"cok gw kerja di jnt rata rata paket dari tiktok shop,kalau tiktok shop dilarang gimaja nih🗿"
andikasubagyo,https://www.instagram.com/andikasubagyo/,Yg gapunya tiktok dan ttp setia sama oren dan ijo gass sini kompol🔥
bebek.wastunanda,https://www.instagram.com/bebek.wastunanda/,"Bener demo saja yg jualnya di Tik tok, tiktok sdh mengena di masyarakat eh di tutup"
anggipuutri,https://www.instagram.com/anggipuutri/,IJE NE CG MELI SKINCARE JANI NE?
paangzxz,https://www.instagram.com/paangzxz/,"Sekarang udah jaman nya era digital, kenapa yang dipasar ga guna in perangkat yang udah canggih skrg? Ktnya negara maju"
setya_fitri,https://www.instagram.com/setya_fitri/,trs gmn nasib kak jill 😮
fabianrazalampa_,https://www.instagram.com/fabianrazalampa_/,"lagi dan lagi, terjadi sama kek thrifthing, bobrok"
sukasukaiki_,https://www.instagram.com/sukasukaiki_/,"Gila matiin banyak banget usaha orang cuyy, emangnya se-berpengaruh itu kah buat UMKM Indonesia yg maju ini?"
iwenstwn,https://www.instagram.com/iwenstwn/,"Turunin harga bensin, biar bisa bolak balik belanja ke pusat grosir wkwk"
velszaaa,https://www.instagram.com/velszaaa/,laaah  kaak tiktok shop di hapus :))
siswanto.s.w,https://www.instagram.com/siswanto.s.w/,Kek ojol sama opang dulu nih kasusnya😂
salmanalfrzii__,https://www.instagram.com/salmanalfrzii__/,yang ngisi khodam tetap bertahankan min?
daemday_,https://www.instagram.com/daemday_/,Pemerintah soksokan ngomong tiktok shop ngerusak umkm. Padahal majority penjual di tiktok shop itu umkm😂😂😂 siap2 aja di demo pak
yoursecondenemy,https://www.instagram.com/yoursecondenemy/,Kontol sama klen
defa.rr,https://www.instagram.com/defa.rr/,Tf
rahman.wibowo,https://www.instagram.com/rahman.wibowo/,laaaahh😂
hanaoktaviana01,https://www.instagram.com/hanaoktaviana01/,Harusnya ga gini si hmm
kmrpldy,https://www.instagram.com/kmrpldy/,"Wajar sih sampe dilarang soalnya algoritma tiktok jahat banget kasian umkm yg dagangannya jadi sepi, walaupun mereka udah mencoba berjualan lewat tiktok juga tapi tetep kalah saing  karna algoritma tiktok  yg lebih menguntungkan produk produk asal china"
hehepinut,https://www.instagram.com/hehepinut/,tolong dong kerjaan aku jadi host live tiktok😢
gieitshere,https://www.instagram.com/gieitshere/,don ga bang
diahhsetyaningsih,https://www.instagram.com/diahhsetyaningsih/,5
fjur.nals,https://www.instagram.com/fjur.nals/,Horeeeeee🙌
shining_yourday,https://www.instagram.com/shining_yourday/,Lmao
13narethought,https://www.instagram.com/13narethought/,baru checkout loh
lisminayantii,https://www.instagram.com/lisminayantii/,Dari kapan tiktok akan di tutup?? Dan bagaiman dengan pesanan yang sudah di order?😢
yayat.rachmat,https://www.instagram.com/yayat.rachmat/,Harus mengikuti perkembangan donk
sugaarisme,https://www.instagram.com/sugaarisme/,
candrra13,https://www.instagram.com/candrra13/,🔥👏
veroooveee,https://www.instagram.com/veroooveee/,padahal enak belaja di tiktok😢
fitrirere_,https://www.instagram.com/fitrirere_/,Pdhl yg Jualan di tiktok juga mreka Jualan di semua aplikasi lainnya juga bahkan mungkin ofline juga
e.zaaaa,https://www.instagram.com/e.zaaaa/,lah barusan baru beli case pdhal
vegaafajar,https://www.instagram.com/vegaafajar/,Gorengan anget guyss mau pemilu 😁
brian_iscariott,https://www.instagram.com/brian_iscariott/,Modaro
yhbl_019,https://www.instagram.com/yhbl_019/,Kalian pake toktok?
deapratw,https://www.instagram.com/deapratw/,"Harusnyanyg di larang itu yg artis jualan sih. Bukan jd kena semua. Rakyat kecil ya dia butuh platform utk tetap berjualan yg memang cukup membantu perekonomian mereka. Tapi, kemarin jd sepi karna highlighnya terkalahkan sm artis2 yg jualan juga ,yg mana udh punya masa atau followers banyak"
keken.faaaa,https://www.instagram.com/keken.faaaa/,baru jl
khansaalrazi,https://www.instagram.com/khansaalrazi/,Nangis bgttt padahal susu anak murah beli di tiktok😭😭😭😭
keken.faaaa,https://www.instagram.com/keken.faaaa/,baru join affliliate
kevxnzy,https://www.instagram.com/kevxnzy/,baru kau cekout
andarbajo,https://www.instagram.com/andarbajo/,lawak
cntyma_,https://www.instagram.com/cntyma_/,
atikanbllaa,https://www.instagram.com/atikanbllaa/,PARAH BANGET
emrvld_,https://www.instagram.com/emrvld_/,E-commerce lain📈
___y0ulo,https://www.instagram.com/___y0ulo/,yahhhh
ekarinimeitari,https://www.instagram.com/ekarinimeitari/,Yaastaga😮
raniiaaan_,https://www.instagram.com/raniiaaan_/,Aku baru aja CO
hidarochmah,https://www.instagram.com/hidarochmah/,"Masalahnya irt kayak saya ini butuh yang praktis tinggal klik , kebetulan nilai plusnya di tiktok lebih murah 😭😭"
gustiryan16,https://www.instagram.com/gustiryan16/,Huhu
inezoctaviani,https://www.instagram.com/inezoctaviani/,"Cm boleh promosi.. Promosi di tiktok platform jual beli di toko oren sama ijo.. Samaa aja bos, cuma pindah tempat doank 😂"
rzqyudha_,https://www.instagram.com/rzqyudha_/,coba pikirkan nasip kaldera
ritaagstinar_,https://www.instagram.com/ritaagstinar_/,🥱🥱🥱
surya_mandirimobilbpp,https://www.instagram.com/surya_mandirimobilbpp/,apakah maksud
fthhdlann_,https://www.instagram.com/fthhdlann_/,Melek teknologi??? Bukan zaman Batu sekarang
achmadfr6,https://www.instagram.com/achmadfr6/,baru aja mau jualan parfum kak
ry_arieirsyad,https://www.instagram.com/ry_arieirsyad/,Lebih di pertimbangkan dulu  si karna dampaknya itu bukan ke penjual online saja tapi ke kurir yang bayarannya perpaket kalau sedikit volume paketnya agak puyeng CAPE Tamuh
gween215,https://www.instagram.com/gween215/,Hrsnya artis2 yg dagang sembako tuuhhh dilarang
danupurnama94,https://www.instagram.com/danupurnama94/,"Baiknya gini sih , jadi kita promosiin terus lamgsung aja silahkan chek link shopee Tokopedia yg ada di bio aku gitu , jadi balik lagi fungsinya sebagai sosmed sara promosi terus baru di hubungkan ke e-commerce"
hellofaa,https://www.instagram.com/hellofaa/,Setuju sii
luftinuralif,https://www.instagram.com/luftinuralif/,Yg di tanah abang nya gamau ikutin zaman ikutin trend yg ada malah protes mikirin perut sendiri🔥
alfinerland,https://www.instagram.com/alfinerland/,Ini beneran?
cokecwaine,https://www.instagram.com/cokecwaine/,sg ngidang meli celana di auzura biin
ressadwiintan,https://www.instagram.com/ressadwiintan/,Sumpah sih mutus rezeki org cari cuan
sindynrlh,https://www.instagram.com/sindynrlh/,Moal meunang diskon euy
mohrzx,https://www.instagram.com/mohrzx/,bct
royynfrdaus,https://www.instagram.com/royynfrdaus/,Laahh lucunya 😂
bellavalentinas,https://www.instagram.com/bellavalentinas/,Banyak host nganggur abis ini
hallodayanaa,https://www.instagram.com/hallodayanaa/,"Klo hal2 gini kan seba salah,sama kaya petani dan pembeli,klo dimahalin pembeli protes,klo dimurahin petani kasian,kebijakan akan diambil dengan dampak yg lebih besar,klo keputusannya kaya gini,kemungkinan sudah benar,krna para umkm yg dipasar jauh lebih banyak dripada yg diaplikasi."
_rizaldicp,https://www.instagram.com/_rizaldicp/,info loker cuy
johnlyrugian,https://www.instagram.com/johnlyrugian/,Namanya shop koq ga bisa jualan 😂😅
aldiinataa,https://www.instagram.com/aldiinataa/,tah mah hahaha
diazjulianms,https://www.instagram.com/diazjulianms/,kasian bgtttt sumpahh yg jualan umkm kecil bgt belom lg para afiliator
dzulvikri_,https://www.instagram.com/dzulvikri_/,ALHAMDULILLAH YA ALLAH 🤲🤲🤲🥹🥹🥹
nadyanhsh,https://www.instagram.com/nadyanhsh/,Lah baru jg mau mulai live lagi :(
dzulvikri_,https://www.instagram.com/dzulvikri_/,ALHAMDULILLAH YA ALLAH 🤲🤲🤲🥹🥹🥹
shaaliladini,https://www.instagram.com/shaaliladini/,sedih ga km
haloyudha,https://www.instagram.com/haloyudha/,Case closed!!
shabb_tho,https://www.instagram.com/shabb_tho/,pdhl beli di tiktok lebih murah+gratis ongkir 😢
e.linawaty,https://www.instagram.com/e.linawaty/,Yg dilarang itu hrsnta or artis yg sdh kaya raya jgn ikutan jualan recehan.
medinasavitri,https://www.instagram.com/medinasavitri/,Rejeki udah ada yg ngatur😓
suryaramdhanu,https://www.instagram.com/suryaramdhanu/,GAK ADA SOLUSI
diki.enjol,https://www.instagram.com/diki.enjol/,Duh  😢
juanaxe_,https://www.instagram.com/juanaxe_/,affiliate shpee brrti masi jalan ya
dikamuliyanto,https://www.instagram.com/dikamuliyanto/,Keputusan yang bagus pak 👏👏
pangky79,https://www.instagram.com/pangky79/,"Mungkin nanti akan ada 2 aplikasi, tiktok sebagai media sosial, dan tiktok sebagai e-commerce."
ymmprscll,https://www.instagram.com/ymmprscll/,gajelas
zakiahtlhm,https://www.instagram.com/zakiahtlhm/,GA SIAP SAMA KEADAAN ZAMAN YANG MAKIN CANGGIH KAH???
diassunrise,https://www.instagram.com/diassunrise/,Hah serius udah berhenti..padahal biasa beli susu anakku di sana lebih murah harganya..popok juga gtu...gara2 pedagang Tanah Abang ngeluh terus jadi begini deh.
ajengggtrii09_,https://www.instagram.com/ajengggtrii09_/,Masih ada shopee😂
adit__tj,https://www.instagram.com/adit__tj/,Padahal dah mau jual ginjal di tiktok shop
sultonba_,https://www.instagram.com/sultonba_/,😮
noviavardila,https://www.instagram.com/noviavardila/,😂😂😂😂😂
thomasliminto,https://www.instagram.com/thomasliminto/,Sampe tanah abang ga kembali rame gimana? Mau nyalahin app yang mana lagi nih?
forhavefun007,https://www.instagram.com/forhavefun007/,Banned TikTod nya sekalian !!!💥
agnessdc,https://www.instagram.com/agnessdc/,😣😣😣😣😣😣😣
axljaaam,https://www.instagram.com/axljaaam/,Emg menjamin tanah abang bakal rame lagi????????
kaosgrosirmurah_,https://www.instagram.com/kaosgrosirmurah_/,Kalo nasib affiliate gimana masi ga ngerti aku
florenceaprillia,https://www.instagram.com/florenceaprillia/,NOOOOOOOOOOOOO
kniftah,https://www.instagram.com/kniftah/,p
oetama7,https://www.instagram.com/oetama7/,Emang gk bisa liat ekonomi org membaik ya🫠
ghaitsazhrr,https://www.instagram.com/ghaitsazhrr/,Apaaandaahhh
egy_viani,https://www.instagram.com/egy_viani/,gimana inih ..pdhl lumayan bgt narikin duit dr tiktok tuh 😢
firman.d17,https://www.instagram.com/firman.d17/,"Pasti yg protes ijo, merah, biru, orange 😂 karena kalah saing harga 😂😂😂😂"
mfrudoh28,https://www.instagram.com/mfrudoh28/,"Kalo bisa reseller, tangan pertama, atau pengrajin jg jgn jualan di online lah 😂😂"
dumpskyhn,https://www.instagram.com/dumpskyhn/,tp masih ada nih aku liat org yg jualan di tiktok
stadbtv,https://www.instagram.com/stadbtv/,yeayyyyy good idea👏🔥
vmssagus,https://www.instagram.com/vmssagus/,duhhh si oren brulah kie taa
ttknsrh,https://www.instagram.com/ttknsrh/,Nasib paketku gmn pakkk
hellangg_,https://www.instagram.com/hellangg_/,UMKM gamau kalah sama tiktok shop tapi harganya beda jauh 😂
amandaarchill,https://www.instagram.com/amandaarchill/,idih
anggafirdauss,https://www.instagram.com/anggafirdauss/,Naon nu di rasa😂
richosptrr,https://www.instagram.com/richosptrr/,paling bener ncen kramas dudoh soto ben seger
arrbellla,https://www.instagram.com/arrbellla/,LAH
hotspicysexy14,https://www.instagram.com/hotspicysexy14/,"Ya jelas aja umkm or toko offline sepi , yg jualan ditoktok artis2😢"
xnabilbabax,https://www.instagram.com/xnabilbabax/,Siiip
codginjal_,https://www.instagram.com/codginjal_/,Gua sih stuju
aditprkso,https://www.instagram.com/aditprkso/,cukurukuk
annisa_first,https://www.instagram.com/annisa_first/,Aneh🤣😃
suraraaaa,https://www.instagram.com/suraraaaa/,enak tku ng tiktok bjir gk ribet
carolinesmj__,https://www.instagram.com/carolinesmj__/,padahal banyak umkm jg yg jualan di tiktok shop trus ada kurir tiktokshop yg jadinya kehilangan pekerjaan. belum lagi affiliate yang walaupun cmn dapet dikit tp ya lumayan juga kalo tekun. nyari solusi dengan menimbulkan masalah baru sih namanya ya
alviaasr,https://www.instagram.com/alviaasr/,"yg dilarang tuh hrsnya artis2 aja,kl sama2 umkm kan ya gmn ya"
juwi3amthoughts__,https://www.instagram.com/juwi3amthoughts__/,bjir lah jata gw teh
xsxhigf,https://www.instagram.com/xsxhigf/,What?!?!?!
liong_angel,https://www.instagram.com/liong_angel/,Emangnya pasar di indonesia ini yg jualan bgtuan cuman tanah abang apa yah...hrus ditinjau smuanya dong 🙃
nana_.a_,https://www.instagram.com/nana_.a_/,HOALAHH
elfajrin94,https://www.instagram.com/elfajrin94/,"Ya , tiktok itu meresahkan dia memang sosial media kenapa jd buat e-commerce ?? Kan aneh"
dianita_201.id,https://www.instagram.com/dianita_201.id/,"Iya sih ,yang awalnya aplikasi untuk video lucu lucuan jadi banyak akun online shop..soalnya banyak juga e comerce kaya Shopee,lazada,tokped,dll ..jualan juga di tiktok ..."
nayangdandelion,https://www.instagram.com/nayangdandelion/,Kalah saing kah?
khaiueow,https://www.instagram.com/khaiueow/,"Yah, gabisa beli basreng lg huft"
muhammadarifadilla,https://www.instagram.com/muhammadarifadilla/,dammm
aurazyvnaa___,https://www.instagram.com/aurazyvnaa___/,ga bisa jualan lagi kita kwkwk😂
dimeilna,https://www.instagram.com/dimeilna/,Pdhl belanja di tiktokshop lebih murah bgtbgt🙃
absybagus,https://www.instagram.com/absybagus/,🤣
iizkynr,https://www.instagram.com/iizkynr/,baru mau CO 😢
keimarlny,https://www.instagram.com/keimarlny/,yeaayy
rezamahen_,https://www.instagram.com/rezamahen_/,"Padahal sosmed lain juga ada marketplacenya, kenapa cuma tiktok?"
ayusinjai,https://www.instagram.com/ayusinjai/,Info loker bang
candraprtiwii,https://www.instagram.com/candraprtiwii/,
ayuniardha,https://www.instagram.com/ayuniardha/,p
indahrahmahh,https://www.instagram.com/indahrahmahh/,DIHHHHHH
adytyahndrynt,https://www.instagram.com/adytyahndrynt/,"Semua akan ada pro dan kontra, bagaimanapun keadaan pasarnya."
blckafternoon,https://www.instagram.com/blckafternoon/,Yeee ngatur
fenandragabriel_,https://www.instagram.com/fenandragabriel_/,Bukanya di kasih solusi malah di tutup buset dahh
yurikanm093,https://www.instagram.com/yurikanm093/,Setuju sih kalau saya karena kesian juga orng2 yang sudah puluhan taun dagang di pasar sekarng malah gulung tikar karena terbanting oleh online🙏🏻
adammhidayat,https://www.instagram.com/adammhidayat/,nya kunaha deui wae sagala di ulah ulah
heri_yudd,https://www.instagram.com/heri_yudd/,Tumben setuju sama pemerintah
geoindriy93,https://www.instagram.com/geoindriy93/,Jualan halal pun dilarang😢
vsccha_,https://www.instagram.com/vsccha_/,
alief_adhant28,https://www.instagram.com/alief_adhant28/,Ko bego ya
yusrilsyariff,https://www.instagram.com/yusrilsyariff/,apa kabar pencari barang murah ditiktok 👋
aryawidyapradipta,https://www.instagram.com/aryawidyapradipta/,"karepmu broo, ncen angel urip ning negoro iki xD"
giethesnipe_,https://www.instagram.com/giethesnipe_/,jadi gini kakak
rifkiahidj,https://www.instagram.com/rifkiahidj/,S7
henicantika,https://www.instagram.com/henicantika/,
_elbrrh,https://www.instagram.com/_elbrrh/,Alhamdulillah  jadi hemat
waibi_is_here,https://www.instagram.com/waibi_is_here/,Mon maap ni kalo beli di offlen kadang suka di getok.. Btw banyak seller yg dirugikan ni.. Gmn tanggapan pemerintah?
iamprahaa,https://www.instagram.com/iamprahaa/,Lah gue baru pgn dftr affiliate 😅
febsrhythm,https://www.instagram.com/febsrhythm/,Aposek aposek kok kek gini ceritanya 😂
yusufferhdy,https://www.instagram.com/yusufferhdy/,nah bener wkwk
agungkurniabakti,https://www.instagram.com/agungkurniabakti/,Yakin ?
uncu888,https://www.instagram.com/uncu888/,👌👌👌
azwar_store,https://www.instagram.com/azwar_store/,Bersccyandahhh
christyans.gi,https://www.instagram.com/christyans.gi/,Ngasih solusi kagak . Neglarang iya
lysaaaan_,https://www.instagram.com/lysaaaan_/,Nu bener ieu teh wakk asa pirakuu
liyuliana47,https://www.instagram.com/liyuliana47/,Zaman tuhh udh beda weyy ga bkal ngaruhh tau....tetep wae blanja mah online ....huhuhu
